fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
7.8,0.4,0.26,9.5,0.059,32,6
7.8,0.39,0.26,9.9,0.059,33,6
6.9,0.19,0.28,3,0.054,33,6
7.7,0.49,1,19.6,0.03,28,6
6.6,0.25,0.35,14,0.069,42,5
6.5,0.18,0.26,1.4,0.041,40,6
6.4,0.15,0.36,1.8,0.034,43,8
6.4,0.15,0.36,1.8,0.034,43,8
8.4,0.17,0.31,5.4,0.052,47,5
6.1,0.32,0.37,1.8,0.051,13,4
8.5,0.21,0.26,9.25,0.034,73,6
8.7,0.45,0.4,1.5,0.067,17,6
6.7,0.24,0.29,6.8,0.038,54,7
8.5,0.21,0.26,9.25,0.034,73,6
7.4,0.33,0.26,2.6,0.04,29,7
7.2,0.26,0.3,2.1,0.033,50,7
8.2,0.36,0.29,7.6,0.035,37,5
7.8,0.2,0.24,1.6,0.026,26,7
9.4,0.16,0.3,1.4,0.042,26,5
6.4,0.33,0.24,1.6,0.054,25,5
7.8,0.22,0.36,1.4,0.056,21,6
7.4,0.35,0.31,17.95,0.062,42,5
6.6,0.37,0.24,2,0.064,23,5
6.7,0.37,0.41,6.3,0.061,22,6
7.1,0.37,0.32,1.4,0.037,27,5
6.9,0.25,0.27,9.05,0.039,37,8
6.8,0.23,0.29,15.4,0.073,56,6
6.4,0.26,0.21,7.1,0.04,35,6
7.6,0.3,0.22,10.2,0.049,57,6
9.4,0.16,0.23,1.6,0.042,14,5
6.8,0.23,0.29,15.4,0.073,56,6
6.4,0.26,0.21,7.1,0.04,35,6
7.6,0.3,0.22,10.2,0.049,57,6
7.5,0.33,0.39,12.4,0.065,29,5
7.6,0.38,0.2,3.4,0.046,9,5
8.8,0.2,0.43,15,0.053,60,6
7.5,0.33,0.39,12.4,0.065,29,5
8.8,0.2,0.43,15,0.053,60,6
6.6,0.36,0.21,1.5,0.049,39,6
7.6,0.38,0.2,3.4,0.046,9,5
5.6,0.46,0.24,4.8,0.042,24,6
7.2,0.15,0.38,1.2,0.038,18,6
8.2,0.42,0.29,4.1,0.03,31,7
6.8,0.3,0.35,2.8,0.038,10,6
6.7,0.27,0.3,13.9,0.029,34,7
7.2,0.5,0,0.8,0.034,46,4
6,0.26,0.29,1,0.032,27,6
6.8,0.33,0.28,1.2,0.032,38,6
6.8,0.3,0.35,2.8,0.038,10,6
7.4,0.29,0.31,1.7,0.035,23,5
8.2,0.42,0.29,4.1,0.03,31,7
7.3,0.19,0.24,6.3,0.054,34,6
6.5,0.32,0.12,11.5,0.033,35,5
7.1,0.32,0.4,1.5,0.034,13,5
6.5,0.32,0.12,11.5,0.033,35,5
7.3,0.19,0.24,6.3,0.054,34,6
7.3,0.17,0.23,6.3,0.051,35,6
7.7,0.44,0.24,11.2,0.031,41,7
7.7,0.44,0.24,11.2,0.031,41,7
7.4,0.49,0.24,15.1,0.03,34,7
7.7,0.44,0.24,11.2,0.031,41,7
7.4,0.49,0.24,15.1,0.03,34,7
6.4,0.21,0.3,5.6,0.044,43,6
8,0.55,0.42,12.6,0.211,37,5
7,0.19,0.23,5.7,0.123,27,6
7.2,0.24,0.29,2.2,0.037,37,7
6.5,0.34,0.36,11,0.052,53,6
7,0.19,0.23,5.7,0.123,27,6
6.9,0.18,0.33,1,0.054,24,5
7.2,0.24,0.29,2.2,0.037,37,7
8.2,0.18,0.31,11.8,0.039,96,6
8.3,0.28,0.45,7.8,0.059,32,6
6.1,0.34,0.46,4.7,0.029,21,6
7.4,0.44,0.2,11.5,0.049,44,5
7.6,0.26,0.58,7.9,0.041,62,5
7.4,0.44,0.2,11.5,0.049,44,5
8.7,0.49,0.57,17.8,0.052,34,5
7,0.24,0.25,1.7,0.042,48,6
7.1,0.25,0.25,1.6,0.046,50,7
6.1,0.34,0.46,4.7,0.029,21,6
6.4,0.18,0.31,1.6,0.049,36,7
8.3,0.27,0.39,2.4,0.058,16,5
6.8,0.24,0.35,6.4,0.048,44,7
8,0.22,0.28,14,0.053,83,6
10,0.91,0.42,1.6,0.056,34,4
8.9,0.34,0.34,1.6,0.056,13,5
8.9,0.33,0.34,1.4,0.056,14,5
8,0.22,0.28,14,0.053,83,6
6.7,0.18,0.19,4.7,0.046,57,6
7.8,0.2,0.28,10.2,0.054,78,6
7.3,0.13,0.31,2.3,0.054,22,7
6.6,0.28,0.3,7.8,0.049,57,5
7.1,0.25,0.3,2.4,0.042,25,6
7.6,0.36,0.44,8.3,0.255,28,6
7.6,0.27,0.25,13.9,0.05,45,6
6.9,0.37,0.28,13.8,0.031,34,6
7.4,0.21,0.27,7.3,0.031,41,7
8.2,0.18,0.28,8.5,0.035,41,7
6.3,0.19,0.21,1.8,0.049,35,6
7,0.21,0.22,5.1,0.048,38,6
5.8,0.33,0.2,16.05,0.047,26,5
5.8,0.33,0.2,16.05,0.047,26,5
7.9,0.29,0.31,7.35,0.034,37,5
6.6,0.31,0.38,16.05,0.058,16,5
8,0.19,0.3,2,0.053,48,6
8,0.2,0.36,1.2,0.032,21,6
8,0.25,0.26,14,0.043,41,6
7.2,0.2,0.61,16.2,0.043,14,6
7.7,0.3,0.42,14.3,0.045,45,5
7.2,0.2,0.61,16.2,0.043,14,6
7.7,0.3,0.42,14.3,0.045,45,5
7.7,0.3,0.42,14.3,0.045,45,5
6.4,0.22,0.32,7.9,0.029,34,5
7.2,0.2,0.61,16.2,0.043,14,6
7,0.53,0.02,1,0.036,39,5
7.3,0.24,0.41,13.6,0.05,41,5
7.2,0.24,0.4,17.85,0.049,50,5
7.6,0.15,0.4,1.3,0.036,24,5
7.7,0.3,0.42,14.3,0.045,45,5
7.6,0.33,0.41,13.7,0.045,44,5
6.8,0.24,0.31,18.3,0.046,40,5
6.8,0.24,0.31,18.3,0.046,40,5
6.8,0.35,0.44,6.5,0.056,31,5
7.9,0.26,0.33,10.3,0.039,73,6
7.5,0.29,0.67,8.1,0.037,53,6
7.5,0.29,0.67,8.1,0.037,53,6
7.2,0.31,0.41,8.6,0.053,15,6
6.7,0.44,0.31,1.9,0.03,41,7
10,0.23,0.27,14.1,0.033,45,6
7.4,0.21,0.3,7.9,0.039,14,5
8.8,0.23,0.35,10.7,0.04,26,6
7.8,0.34,0.27,1.2,0.04,25,5
7.9,0.26,0.33,10.3,0.039,73,6
7.5,0.29,0.67,8.1,0.037,53,6
6,0.28,0.35,1.9,0.037,16,5
7.9,0.37,0.3,2.7,0.029,64,7
7.2,0.36,0.36,5.7,0.038,26,7
7.6,0.13,0.34,9.3,0.062,40,5
6.6,0.25,0.36,8.1,0.045,54,5
7.1,0.18,0.26,1.3,0.041,20,6
7.9,0.3,0.27,8.5,0.036,20,6
8.3,0.23,0.3,2.1,0.049,21,6
6.8,0.43,0.3,3.5,0.033,27,6
7.2,0.36,0.36,5.7,0.038,26,7
6.6,0.25,0.36,8.1,0.045,54,5
7.1,0.18,0.26,1.3,0.041,20,6
6.6,0.35,0.29,14.4,0.044,54,6
7.3,0.22,0.5,13.7,0.049,56,6
8.1,0.26,0.33,11.1,0.052,52.5,7
7.6,0.13,0.34,9.3,0.062,40,5
7,0.12,0.19,4.9,0.055,27,5
8.2,0.37,0.27,1.7,0.028,10,5
7.6,0.26,0.36,1.6,0.032,6,4
6.3,0.2,0.58,1.4,0.204,15,6
6.3,0.22,0.57,1.4,0.208,14,6
7.1,0.25,0.28,1.6,0.052,46,5
7,0.27,0.32,6.8,0.047,47,6
8.8,0.34,0.33,9.7,0.036,46,5
9.2,0.27,0.34,10.5,0.043,49,6
7.1,0.49,0.22,2,0.047,146.5,3
9.2,0.71,0.23,6.2,0.042,15,6
7.2,0.47,0.65,8.3,0.083,27,5
6.8,0.28,0.36,1.6,0.04,25,6
8.8,0.34,0.33,9.7,0.036,46,5
9.2,0.27,0.34,10.5,0.043,49,6
7.3,0.13,0.27,4.6,0.08,34,7
7.2,0.16,0.35,1.2,0.031,27,5
6.8,0.31,0.32,7.6,0.052,35,5
8.3,0.36,0.57,15,0.052,35,5
6.8,0.31,0.32,7.6,0.052,35,5
8.3,0.36,0.57,15,0.052,35,5
6.3,0.25,0.44,11.6,0.041,48,5
6,0.45,0.42,1.1,0.051,61,5
8.1,0.26,0.3,7.8,0.049,39,6
6.4,0.22,0.32,12,0.066,57,6
5.7,0.45,0.42,1.1,0.051,61,5
7.2,0.19,0.31,1.4,0.046,37,7
6.7,0.31,0.44,6.7,0.054,29,5
8,0.25,0.13,17.2,0.036,49,5
9.9,1.005,0.46,1.4,0.046,34,4
8.1,0.31,0.36,8.2,0.028,29,7
8.1,0.24,0.38,4.3,0.044,49,6
8,0.25,0.13,17.2,0.036,49,5
6.4,0.29,0.28,11.1,0.063,66,5
7.2,0.15,0.33,1.1,0.027,16,5
7,0.12,0.32,7.2,0.058,22,6
7.4,0.32,0.55,16.6,0.056,53,6
8.5,0.17,0.31,1,0.024,13,5
8.5,0.17,0.31,1,0.024,13,5
9.5,0.21,0.47,1.3,0.039,21,5
8.2,0.21,0.48,1.4,0.041,11,5
7.4,0.32,0.55,16.6,0.056,53,6
6.8,0.31,0.42,6.9,0.046,50,5
6.8,0.27,0.28,13.3,0.076,50,6
7.4,0.21,0.3,8.1,0.047,13,6
8,0.23,0.35,9.2,0.044,53,7
7.6,0.2,0.31,1.4,0.047,41,6
6.3,0.41,0.3,3.2,0.03,49,7
8.3,0.49,0.43,2.5,0.036,32,6
6.3,0.41,0.3,3.2,0.03,49,7
7.6,0.2,0.26,4.5,0.086,37,5
7.5,0.26,0.26,18.35,0.084,33,5
7.5,0.26,0.26,18.35,0.084,33,5
6.8,0.27,0.35,7.8,0.048,76,6
6.8,0.28,0.37,7,0.057,35,5
8.4,0.2,0.27,6.3,0.048,30,6
7.9,0.33,0.26,1.2,0.044,23,6
7.5,0.38,0.5,12.8,0.042,57,6
7.6,0.2,0.3,14.2,0.056,53,8
7.6,0.2,0.3,14.2,0.056,53,8
7.6,0.2,0.3,14.2,0.056,53,8
7.6,0.2,0.3,14.2,0.056,53,8
7.6,0.2,0.3,14.2,0.056,53,8
8.1,0.19,0.58,16.65,0.049,48,6
7.6,0.16,0.41,1.9,0.047,27,6
8.1,0.22,0.28,7.7,0.043,57,5
8,0.22,0.32,10.4,0.043,63,6
7.1,0.33,0.3,3.3,0.034,30,7
6.4,0.43,0.27,1.1,0.054,5,4
7.6,0.2,0.3,14.2,0.056,53,8
7,0.12,0.28,6.3,0.057,17,5
7.4,0.3,0.22,5.25,0.053,33,6
7,0.28,0.33,14.6,0.043,47,6
8.4,0.2,0.38,11.8,0.055,51,6
7,0.28,0.33,14.6,0.043,47,6
8.4,0.2,0.38,11.8,0.055,51,6
8.4,0.2,0.38,11.8,0.055,51,6
7.3,0.18,0.31,17.3,0.055,32,6
6.8,0.31,0.09,1.4,0.04,56,5
6.7,0.31,0.08,1.3,0.038,58,5
7.6,0.17,0.35,1.6,0.047,43,6
7.4,0.3,0.22,5.25,0.053,33,6
7.4,0.26,0.31,2.4,0.043,58,6
7,0.28,0.33,14.6,0.043,47,6
8.4,0.2,0.38,11.8,0.055,51,6
5.6,0.18,0.31,1.5,0.038,16,6
7.2,0.15,0.39,1.8,0.043,21,5
8,0.4,0.33,7.7,0.034,27,7
7,0.25,0.56,2,0.035,20,6
7.2,0.15,0.39,1.8,0.043,21,5
6.8,0.18,0.46,1.4,0.064,37,5
6.6,0.32,0.22,16.7,0.046,38,6
9,0.55,0.3,8.1,0.026,14,5
6.9,0.19,0.39,8,0.028,22,6
6.3,0.41,0.33,4.7,0.023,28,7
9,0.55,0.3,8.1,0.026,14,5
7,0.2,0.34,2.1,0.049,12,7
6.6,0.32,0.22,16.7,0.046,38,6
7.7,0.26,0.34,6.4,0.05,36,6
6.3,0.21,0.28,1.5,0.051,46,6
7.6,0.34,0.39,7.6,0.04,45,6
6.3,0.21,0.28,1.5,0.051,46,6
8,0.43,0.4,12.4,0.168,29,5
7.5,0.3,0.71,1.3,0.16,44,5
6.4,0.26,0.4,1.7,0.179,5,5
6.9,0.32,0.15,8.1,0.046,51,5
8.9,0.21,0.34,7.1,0.037,33,6
7.6,0.34,0.39,7.6,0.04,45,6
9.5,0.42,0.41,2.3,0.034,22,6
7.6,0.29,0.26,6.5,0.042,32,5
6.5,0.25,0.2,1.4,0.024,29,6
7.2,0.23,0.33,12.7,0.049,50,5
7.9,0.35,0.36,1.6,0.038,11,5
8.8,0.2,0.28,1.1,0.018,18,5
5.7,0.27,0.32,1.2,0.046,20,6
7.6,0.29,0.26,6.5,0.042,32,5
5.5,0.14,0.27,4.6,0.029,22,5
8.7,0.24,0.35,0.6,0.042,11,5
6.7,0.3,0.45,10.6,0.032,56,6
5.5,0.14,0.27,4.6,0.029,22,5
5.6,0.13,0.27,4.8,0.028,22,6
7.4,0.18,0.34,2.7,0.03,30,6
5.7,0.385,0.04,12.6,0.034,22,6
8.7,0.24,0.35,0.6,0.042,11,5
8.3,0.33,0.43,9.2,0.046,22,5
6.8,0.34,0.44,6.6,0.052,28,5
6.8,0.33,0.44,7,0.05,29,5
6.3,0.28,0.24,8.45,0.031,32,7
11.8,0.23,0.38,11.1,0.034,15,3
6.8,0.21,0.27,18.15,0.042,41,5
6.8,0.21,0.27,18.15,0.042,41,5
8.6,0.485,0.29,4.1,0.026,19,5
8.6,0.485,0.29,4.1,0.026,19,5
7.3,0.29,0.29,4.6,0.029,27,6
6.8,0.21,0.27,18.15,0.042,41,5
6.7,0.31,0.31,4.9,0.031,20,7
7.3,0.29,0.37,8.3,0.044,45,5
5.7,0.46,0.46,1.4,0.04,31,5
6.8,0.28,0.44,11.5,0.04,58,5
6.7,0.23,0.33,1.8,0.036,23,6
6.9,0.17,0.25,1.6,0.047,34,5
7.6,0.18,0.36,2.4,0.049,38,5
6.6,0.22,0.28,4.9,0.042,51,6
7.8,0.27,0.28,1.8,0.05,21,5
7.7,0.28,0.29,4.3,0.051,25,5
7.6,0.29,0.29,4.4,0.051,26,5
5.7,0.32,0.18,1.4,0.029,26,6
7.1,0.33,0.25,1.6,0.03,25,7
7.3,0.34,0.3,1.3,0.057,25,6
6.5,0.19,0.26,5.2,0.04,31,6
6.6,0.23,0.27,5.6,0.043,43,5
6.6,0.27,0.29,5.3,0.045,57,5
6.6,0.22,0.28,4.9,0.042,51,6
7.6,0.18,0.36,2.4,0.049,38,5
6.8,0.36,0.32,1.6,0.039,10,5
7,0.22,0.39,2.1,0.055,39,6
5.9,0.17,0.3,1.4,0.042,25,6
7.4,0.45,0.32,7.1,0.044,17,4
6.8,0.36,0.32,1.6,0.039,10,5
7.5,0.42,0.14,10.7,0.046,18,5
7.5,0.33,0.32,11.1,0.036,25,6
9.4,0.3,0.32,10.7,0.029,14,5
7.9,0.17,0.32,1.6,0.053,47,6
7.9,0.17,0.32,1.6,0.053,47,6
8.2,0.17,0.32,1.5,0.05,17,5
8.3,0.17,0.31,1.5,0.049,48,6
8.7,0.15,0.3,1.6,0.046,29,6
7.9,0.17,0.32,1.6,0.053,47,6
7.2,0.25,0.19,8,0.044,51,5
7.2,0.24,0.19,7.7,0.045,53,5
5.3,0.76,0.03,2.7,0.043,27,5
6.6,0.22,0.53,15.1,0.052,22,5
6.6,0.22,0.53,15.1,0.052,22,5
8.4,0.28,0.4,8.9,0.048,33,5
6.8,0.32,0.34,6,0.05,5,5
6.7,0.24,0.33,12.3,0.046,31,5
7.4,0.18,0.36,13.1,0.056,72,6
6,0.16,0.3,6.7,0.043,43,5
6.7,0.24,0.33,12.3,0.046,31,5
6.8,0.28,0.35,2.3,0.042,16,6
6.2,0.34,0.3,11.1,0.047,28,5
6,0.27,0.15,1.5,0.056,35,5
6,0.16,0.3,6.7,0.043,43,5
6.8,0.32,0.34,6,0.05,5,5
8.5,0.24,0.47,15.2,0.057,40,5
8.1,0.24,0.33,10.2,0.048,46,6
7.4,0.18,0.36,13.1,0.056,72,6
7.7,0.23,0.31,10.7,0.038,59,6
6.5,0.22,0.25,17.1,0.05,44,5
6.5,0.22,0.25,17.1,0.05,44,5
6.5,0.22,0.25,17.1,0.05,44,5
5.7,0.33,0.15,1.9,0.05,20,5
7.7,0.23,0.31,10.7,0.038,59,6
6.5,0.22,0.25,17.1,0.05,44,5
6.8,0.2,0.27,1.2,0.034,19,4
7.7,0.26,0.32,1.2,0.04,26,5
6.4,0.2,0.32,3.1,0.041,18,6
8,0.16,0.36,1.5,0.033,14,4
6.8,0.25,0.27,10.7,0.076,47,5
7.7,0.39,0.28,4.9,0.035,36,7
6.9,0.26,0.33,12.6,0.051,59,5
6.8,0.25,0.27,10.7,0.076,47,5
7.7,0.39,0.28,4.9,0.035,36,7
6,0.28,0.22,12.15,0.048,42,5
6.5,0.43,0.28,12,0.056,23,5
9.1,0.33,0.38,1.7,0.062,50.5,5
5.9,0.5,0.05,2.6,0.054,36,6
6.8,0.28,0.39,1.4,0.036,15,5
7,0.35,0.24,1.9,0.04,21,5
7.1,0.22,0.32,16.9,0.056,49,6
7.1,0.22,0.32,16.9,0.056,49,6
8.3,0.24,0.27,2.1,0.03,22,6
6.8,0.26,0.32,7,0.041,38,6
7.2,0.16,0.26,7.1,0.054,41,5
7.9,0.18,0.36,5.9,0.058,31,6
7.2,0.16,0.26,7.1,0.054,41,5
5.5,0.24,0.32,8.7,0.06,19,5
7.1,0.33,0.64,13.2,0.056,12,5
7.7,0.28,0.35,15.3,0.056,31,5
7.7,0.28,0.35,15.3,0.056,31,5
7.5,0.26,0.52,13.2,0.047,64,5
6.5,0.14,0.32,2.7,0.037,18,7
8.2,0.21,0.32,10.65,0.053,53,6
7.2,0.2,0.31,10,0.054,49,6
7.2,0.115,0.3,6.8,0.056,26,6
6.4,0.29,0.2,15.6,0.04,20,5
7.1,0.33,0.64,13.2,0.056,12,5
6.8,0.24,0.34,5.1,0.038,31,6
7,0.24,0.34,3,0.035,36,6
7.7,0.28,0.35,15.3,0.056,31,5
7,0.22,0.33,2.1,0.052,15,6
7.5,0.18,0.39,1.9,0.054,23,6
9.8,0.93,0.45,8.6,0.052,34,4
7.8,0.29,0.33,8.75,0.035,33,5
7.9,0.28,0.32,3.6,0.038,9,4
8.5,0.25,0.27,4.7,0.031,31,6
7.4,0.18,0.27,1.3,0.048,26,6
6.3,0.24,0.37,1.8,0.031,6,4
6,0.33,0.38,9.7,0.04,29,6
6.8,0.37,0.28,4,0.03,29,7
9.9,0.49,0.23,2.4,0.087,19,6
8.5,0.25,0.27,4.7,0.031,31,6
8.4,0.22,0.28,18.8,0.028,55,5
7,0.35,0.31,1.8,0.069,15,5
7,0.35,0.31,1.8,0.069,15,5
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
6.9,0.32,0.13,7.8,0.042,11,5
7.6,0.32,0.58,16.75,0.05,43,5
7.4,0.19,0.3,12.8,0.053,48.5,7
7.4,0.19,0.3,12.8,0.053,48.5,7
6.9,0.32,0.13,7.8,0.042,11,5
6,0.34,0.24,5.4,0.06,23,7
7.6,0.32,0.58,16.75,0.05,43,5
7.7,0.24,0.31,1.3,0.047,33,6
8,0.36,0.43,10.1,0.053,29,6
7.4,0.29,0.25,3.8,0.044,30,6
6.6,0.32,0.27,10.9,0.041,37,5
6.3,0.3,0.24,6.6,0.04,38,5
6.4,0.33,0.24,9.8,0.041,29,6
7.5,0.18,0.31,11.7,0.051,24,7
6.5,0.39,0.81,1.2,0.217,14,5
6.8,0.25,0.18,1.4,0.056,13,5
6.4,0.18,0.32,9.6,0.052,24,6
7.1,0.18,0.32,12.2,0.048,36,6
7.6,0.27,0.42,2.6,0.044,29,6
9.2,0.23,0.35,10.7,0.037,34,5
7.9,0.28,0.41,4.9,0.058,31,6
7.1,0.18,0.32,12.2,0.048,36,6
6.4,0.18,0.32,9.6,0.052,24,6
6.8,0.25,0.18,1.4,0.056,13,5
7,0.22,0.26,1.1,0.037,20,6
7.3,0.18,0.29,1,0.036,26,6
7.1,0.26,0.19,8.2,0.051,53,5
6.6,0.25,0.42,11.3,0.049,77,6
6.4,0.24,0.23,7.3,0.069,31,5
6,0.28,0.27,2.3,0.051,23,6
7.1,0.26,0.19,8.2,0.051,53,5
7.8,0.24,0.38,2.1,0.058,14,5
7.6,0.27,0.33,2,0.059,19,5
7.7,0.39,0.34,10,0.056,35,5
8.9,0.24,0.33,15.75,0.035,16,6
6.6,0.23,0.24,3.9,0.045,36,7
7.1,0.26,0.3,2,0.031,13,5
7,0.32,0.35,1.5,0.039,24,6
7.4,0.24,0.26,1.6,0.058,53,7
6.9,0.21,0.33,1.4,0.056,35,6
7,0.32,0.35,1.5,0.039,24,6
7.4,0.17,0.29,1.4,0.047,23,6
7.1,0.26,0.3,2,0.031,13,5
8.5,0.28,0.34,13.8,0.041,32,6
7.8,0.3,0.37,1.3,0.051,16,5
8.1,0.25,0.38,3.8,0.051,18,6
7.7,0.28,0.29,6.9,0.041,29,6
6.5,0.24,0.36,2.2,0.027,36,7
7,0.22,0.32,1.6,0.045,40,6
8.5,0.28,0.34,13.8,0.041,32,6
8,0.45,0.28,10.8,0.051,25,7
6.9,0.23,0.33,12.8,0.056,44,6
8,0.45,0.28,10.8,0.051,25,7
7.6,0.23,0.26,15.3,0.067,32,4
7.7,0.28,0.58,12.1,0.046,60,5
7.7,0.27,0.61,12,0.046,64,5
7.1,0.2,0.36,11.6,0.042,45,7
6.9,0.25,0.35,9.2,0.034,42,6
7.1,0.2,0.36,11.6,0.042,45,7
6.9,0.25,0.35,9.2,0.034,42,6
8.4,0.2,0.31,2.8,0.054,16,6
6.5,0.39,0.35,1.6,0.049,10,5
7.2,0.23,0.38,6.1,0.067,20,5
6.9,0.44,0.42,8.5,0.048,10,6
7.1,0.28,0.19,7.8,0.04,48,5
6.4,0.34,0.2,14.9,0.06,37,4
6.1,0.15,0.29,6.2,0.046,39,6
6.9,0.44,0.42,8.5,0.048,10,6
7.2,0.29,0.18,8.2,0.042,41,5
7.1,0.28,0.19,7.8,0.04,48,5
6.1,0.23,0.45,10.6,0.094,49,5
6.7,0.23,0.42,11.2,0.047,52,5
7,0.36,0.14,11.6,0.043,35,5
7.5,0.31,0.24,7.1,0.031,28,7
6.4,0.34,0.2,14.9,0.06,37,4
6.1,0.15,0.29,6.2,0.046,39,6
7.4,0.2,0.29,1.7,0.047,16,6
6.3,0.27,0.18,7.7,0.048,45,5
9.2,0.34,0.54,17.3,0.06,46,6
7.4,0.18,0.29,1.4,0.042,34,7
7.2,0.29,0.2,7.7,0.046,51,5
6.3,0.27,0.18,7.7,0.048,45,5
6.2,0.26,0.19,3.4,0.049,47,6
7.3,0.21,0.21,1.6,0.046,35,6
7.1,0.14,0.35,1.4,0.039,24,5
7.2,0.39,0.54,1.4,0.157,34,6
7.6,0.48,0.28,10.4,0.049,57,5
7.2,0.39,0.54,1.4,0.157,34,6
7.6,0.48,0.28,10.4,0.049,57,5
6.5,0.36,0.31,4.1,0.061,20,6
8.5,0.25,0.31,2.8,0.032,11,6
6.9,0.3,0.21,15.7,0.056,49,5
6.6,0.19,0.43,10.9,0.045,53,6
6.9,0.3,0.21,15.7,0.056,49,5
9.4,0.42,0.32,6.5,0.027,20,5
6.6,0.19,0.43,10.9,0.045,53,6
6.3,0.2,0.3,5.9,0.034,35,6
8.5,0.19,0.56,17.3,0.055,47,6
7.3,0.19,0.25,1.4,0.051,41,7
6.7,0.25,0.26,13.5,0.06,50,6
6.2,0.25,0.28,8.5,0.035,28,6
6.1,0.46,0.32,6.2,0.053,10,5
7.3,0.19,0.25,1.4,0.051,41,7
7.5,0.29,0.26,14.95,0.067,47,4
6.7,0.31,0.18,7.7,0.043,57,6
7.4,0.14,0.3,1.3,0.033,25,6
6.7,0.31,0.18,7.7,0.043,57,6
7.1,0.4,0.52,1.3,0.148,45,5
6.4,0.16,0.25,1.3,0.047,20,6
6.3,0.16,0.22,1.3,0.046,18,6
7.4,0.33,0.26,15.6,0.049,67,5
7.4,0.33,0.26,15.6,0.049,67,5
7.4,0.33,0.26,15.6,0.049,67,5
7.4,0.33,0.26,15.6,0.049,67,5
6.6,0.41,0.24,4.9,0.158,47,5
6.7,0.43,0.23,5,0.157,49,5
7.4,0.33,0.26,15.6,0.049,67,5
7.3,0.4,0.28,6.5,0.037,26,7
7.4,0.18,0.24,1.4,0.047,21,7
8.6,0.17,0.28,2.7,0.047,38,6
6.5,0.32,0.23,1.2,0.054,39,6
7.3,0.4,0.28,6.5,0.037,26,7
7,0.32,0.31,6.4,0.031,38,7
7.5,0.42,0.19,6.9,0.041,62,6
6.9,0.28,0.31,7.2,0.04,47,7
6.5,0.29,0.42,10.6,0.042,66,6
6.3,0.41,0.18,3.5,0.027,23,8
7,0.32,0.31,6.4,0.031,38,7
7.3,0.3,0.33,2.3,0.043,28,7
6.6,0.22,0.28,12.05,0.058,25,5
6,0.26,0.18,7,0.055,50,5
6.9,0.44,0.18,11.8,0.051,26,5
7.5,0.42,0.2,1.4,0.06,15,6
7,0.36,0.3,5,0.04,40,7
5.6,0.295,0.2,2.2,0.049,18,5
6.8,0.21,0.55,14.6,0.053,34,5
9.4,0.28,0.3,1.6,0.045,36,5
8.1,0.28,0.34,1.3,0.035,11,6
6.8,0.21,0.55,14.6,0.053,34,5
7,0.22,0.26,2.8,0.036,44,7
9.4,0.28,0.3,1.6,0.045,36,5
6.8,0.32,0.3,3.3,0.029,15,7
7,0.19,0.33,6.3,0.032,42,6
7.7,0.42,0.38,8.1,0.061,49,6
7.4,0.2,0.31,1.6,0.038,34,7
7.5,0.24,0.62,10.6,0.045,51,5
7.5,0.26,0.59,11.8,0.046,58,4
6.6,0.4,0.32,1.7,0.035,39,7
8,0.2,0.3,8.1,0.037,42,6
4.6,0.445,0,1.4,0.053,11,5
6.1,0.41,0.04,1.3,0.036,23,6
7.6,0.2,0.34,1.8,0.041,42,6
6.9,0.3,0.21,7.2,0.045,54,5
7,0.35,0.17,1.1,0.049,7,6
6.9,0.35,0.55,11.95,0.038,22,5
7,0.35,0.17,1.1,0.049,7,6
6.9,0.35,0.55,11.95,0.038,22,5
7.6,0.3,0.4,2.2,0.054,29,5
7.5,0.38,0.29,12.7,0.05,25,6
7.5,0.3,0.32,1.4,0.032,31,5
6.3,0.4,0.32,10.6,0.049,38,6
6.8,0.37,0.28,1.9,0.024,64,8
7.5,0.23,0.35,17.8,0.058,128,5
8.3,0.27,0.34,10.2,0.048,50,5
6.8,0.26,0.22,4.8,0.041,110,5
6.5,0.28,0.35,9.8,0.067,61,4
7.2,0.34,0.3,8.4,0.051,40,5
7,0.23,0.26,7.2,0.041,21,6
7.7,0.29,0.29,4.8,0.06,27,6
7.2,0.34,0.3,8.4,0.051,40,5
7.7,0.4,0.27,4.5,0.034,27,8
6.7,0.17,0.27,1.4,0.032,39,5
7,0.23,0.26,7.2,0.041,21,6
8.1,0.24,0.26,11,0.043,41,6
7.7,0.28,0.63,11.1,0.039,58,4
7.5,0.23,0.29,2.6,0.031,24,6
8.3,0.26,0.31,2,0.029,14,6
7.9,0.46,0.4,10.1,0.168,19,5
7.9,0.31,0.22,13.3,0.048,46,5
7.9,0.25,0.34,11.4,0.04,53,6
6.1,0.28,0.16,1.3,0.06,36,6
7,0.18,0.26,1.4,0.044,46,7
6.5,0.21,0.28,1.4,0.046,26,6
7.6,0.48,0.33,7,0.024,14,7
7.1,0.34,0.32,2,0.051,29,6
8.9,0.21,0.37,1.2,0.028,20,5
7.4,0.32,0.27,12.9,0.04,60,5
6,0.495,0.27,5,0.157,17,5
8.1,0.25,0.34,10.1,0.05,30,6
8.2,0.25,0.46,3.75,0.05,14,5
